in,location,createElement,cookie,label
real,real,real,real,feature_type
0.12179893584697378,0.32179481892661776,0.36979441003932495,0.5851664038745127,"Malicious"
0.07383719253580628,0.24976746761538418,0.22417750091875657,0.764148536960205,"Malicious"
0.1179995130726457,0.3119889199914952,0.3517477014963418,0,"Malicious"
0.10091519539897771,0,0.27604729051195875,0.4497716469449059,"Malicious"
0,0.21999207327791034,0,0,"Malicious"
0.07383719253580628,0.2872800280827596,0,0,"Malicious"
0,0.16909070045355665,0,0,"Malicious"
0.13179262103647724,0.4944684328020301,0.5280297425770007,0.9913506746633328,"Malicious"
0.14058375258744807,0.3381814009071133,0.36979441003932495,0.9913506746633328,"Malicious"
0.09642143205060867,0,0,0,"Malicious"
0.1199723625391191,0.3381814009071133,0.3179246204461228,0.8995432938898118,"Malicious"
0.15683248310920736,0.4054693557119625,0.40013629187164473,0,"Malicious"
0.13179262103647724,0.5168941825323596,0.22417750091875657,0.9913506746633328,"Malicious"
0.14058375258744807,0.21999207327791034,0.1723077113255544,0.4497716469449059,"Malicious"
0.1250901455568102,0.3006688404397379,0.3063891723442784,0.5851664038745127,"Malicious"
0.07383719253580628,0,0.1723077113255544,0.6643672594725885,"Malicious"
0.11090888058848117,0.38134560760156544,0.22417750091875657,0.6643672594725885,"Malicious"
0.09092151020947425,0.35157021326409166,0,1.0143576289298777,"Malicious"
0.07383719253580628,0.27089344610226407,0.1723077113255544,0,"Malicious"
0.07383719253580628,0,0.22417750091875657,0,"Malicious"
0.1158549036052693,0.3381814009071133,0,0.764148536960205,"Malicious"
0.10471461817330581,0.37714817044173227,0,0.5851664038745127,"Malicious"
0.07383719253580628,0.3304442347772117,0.22417750091875657,0,"Malicious"
0.09092151020947425,0,0,0,"Malicious"
0,0.3119889199914952,0,1.0861865400448882,"Malicious"
0.12658438852137258,0.4381249293225302,0.3063891723442784,1.0143576289298777,"Malicious"
0.08383087772530974,0.16909070045355665,0.1723077113255544,0.7205611608041194,"Malicious"
0,0,0,0.7205611608041194,"Malicious"
0.1158549036052693,0.35744816216070274,0.3517477014963418,0.7997620164021951,"Malicious"
0.10091519539897771,0.16909070045355665,0.1723077113255544,0,"Malicious"
0.12799319826214914,0.3119889199914952,0.3446154226511088,0,"Malicious"
0.13888325352064174,0.42585728619599866,0.27604729051195875,1.255938609100898,"Malicious"
0.09642143205060867,0.16909070045355665,0.1723077113255544,0,"Malicious"
0,0.24976746761538418,0,0,"Malicious"
0.05675287486213832,0.32179481892661776,0.27604729051195875,0,"Malicious"
0.15807547557614646,0.4024715860884453,0.48915558962356753,0,"Malicious"
0.11090888058848117,0.24976746761538418,0.3063891723442784,0.8995432938898118,"Malicious"
0.07383719253580628,0.16909070045355665,0.2545193827510763,0,"Malicious"
0.10091519539897771,0.16909070045355665,0.2545193827510763,0,"Malicious"
0.05675287486213832,0.27089344610226407,0,0,"Malicious"
0.1179995130726457,0.16909070045355665,0,0.4497716469449059,"Malicious"
0.09092151020947425,0.16909070045355665,0,0.7997620164021951,"Malicious"
0,0.2872800280827596,0.22417750091875657,0.4497716469449059,"Malicious"
0.07383719253580628,0,0,0,"Malicious"
0.10800582788314221,0.2872800280827596,0.2545193827510763,0,"Malicious"
0.08383087772530974,0.16909070045355665,0.1723077113255544,0.7205611608041194,"Malicious"
0,0,0.1723077113255544,0,"Malicious"
0,0.21999207327791034,0,0,"Malicious"
0.07383719253580628,0.2872800280827596,0.32791708010516085,0,"Malicious"
0,0.27089344610226407,0,0,"Malicious"
0.09642143205060867,0,0,0,"Malicious"
0.07383719253580628,0.2872800280827596,0.1723077113255544,0.6643672594725885,"Malicious"
0,0.16909070045355665,0.1723077113255544,0,"Malicious"
0.14575283106670206,0.4486335624064147,0.43836254217847503,1.305727564678632,"Malicious"
0,0.2872800280827596,0.2545193827510763,0.5851664038745127,"Malicious"
0.07383719253580628,0.2872800280827596,0.3179246204461228,1.1205438521712912,"Malicious"
0.05675287486213832,0.16909070045355665,0.1723077113255544,0,"Malicious"
0.14767438507161257,0.389082773731467,0.3063891723442784,1.0705515302614086,"Malicious"
0.1470503654022905,0.389082773731467,0.3063891723442784,1.0705515302614086,"Malicious"
0.1526763614844733,0.36795679524458713,0.4069439181980457,0,"Malicious"
0.09092151020947425,0,0,0,"Malicious"
0.07383719253580628,0.21999207327791034,0.1723077113255544,0.5851664038745127,"Malicious"
0.05675287486213832,0.24976746761538418,0.3642487409078612,0,"Malicious"
0.15887062389964865,0.4111210019390393,0.3446154226511088,0.5851664038745127,"Malicious"
0.09092151020947425,0.3119889199914952,0.29274563305790663,0.5851664038745127,"Malicious"
0.1199723625391191,0.2872800280827596,0.33673105417659815,0,"Malicious"
0.09642143205060867,0.32179481892661776,0,0.7205611608041194,"Malicious"
0.08383087772530974,0.16909070045355665,0.22417750091875657,0,"Malicious"
0.10471461817330581,0,0.22417750091875657,0,"Malicious"
0.1199723625391191,0.38531604254617835,0.22417750091875657,1.1551043191203592,"Malicious"
0.13705668021278708,0.3304442347772117,0.2545193827510763,0,"Malicious"
0,0.3381814009071133,0.3063891723442784,0.7997620164021951,"Malicious"
0.1379868834516526,0.3119889199914952,0.29274563305790663,0.6643672594725885,"Malicious"
0.10091519539897771,0.27089344610226407,0.22417750091875657,0.7997620164021951,"Malicious"
0.153174306912747,0.389082773731467,0.3843235488712418,0,"Malicious"
0.15725381747823083,0.39608189185852477,0.3642487409078612,0,"Malicious"
0.12658438852137258,0,0.37495730448342857,0,"Malicious"
0.1250901455568102,0,0.1723077113255544,0,"Malicious"
0,0,0.1723077113255544,0,"Malicious"
0,0,0.1723077113255544,0,"Malicious"
0.10091519539897771,0.3006688404397379,0.1723077113255544,0.6643672594725885,"Malicious"
0.1250901455568102,0.3006688404397379,0.2545193827510763,0.5851664038745127,"Malicious"
0.1250901455568102,0.3006688404397379,0.2545193827510763,0.5851664038745127,"Malicious"
0.10091519539897771,0.32179481892661776,0.29274563305790663,0,"Malicious"
0.14575283106670206,0.41636860226017,0.27604729051195875,0.6643672594725885,"Malicious"
0.08383087772530974,0,0,0,"Malicious"
0.1179995130726457,0.27089344610226407,0.32791708010516085,0,"Malicious"
0.11090888058848117,0.2872800280827596,0.38860084376980036,0,"Malicious"
0,0.39608189185852477,0.2545193827510763,0,"Malicious"
0.1379868834516526,0.35157021326409166,0.4069439181980457,0,"Malicious"
0,0,0.1723077113255544,0.4497716469449059,"Malicious"
0,0,0.1723077113255544,0,"Malicious"
0.13403484433593518,0.3993462140728774,0.33673105417659815,0.764148536960205,"Malicious"
0.07383719253580628,0,0,0,"Malicious"
0.13403484433593518,0.3993462140728774,0.33673105417659815,0.764148536960205,"Malicious"
0.10471461817330581,0.21999207327791034,0.3582589619374807,0.5851664038745127,"Malicious"
0.1305900673979446,0.2872800280827596,0.1723077113255544,0.7205611608041194,"Malicious"
0.08383087772530974,0.27089344610226407,0,0.6643672594725885,"Malicious"
0.09092151020947425,0.3006688404397379,0.2545193827510763,0.5851664038745127,"Malicious"
0.12349943491378011,0.24976746761538418,0.1723077113255544,0.8298727842320303,"Malicious"
0.08383087772530974,0.21999207327791034,0.1723077113255544,0.5851664038745127,"Malicious"
0.153174306912747,0.36795679524458713,0.2545193827510763,1.1141389064174945,"Malicious"
0.07383719253580628,0,0.27604729051195875,0,"Malicious"
0.15725381747823083,0.24976746761538418,0.37495730448342857,0,"Malicious"
0.16625294570984295,0.4188581680689409,0.4216641996325271,0.8298727842320303,"Malicious"
0,0,0.22417750091875657,0,"Malicious"
0,0,0.1723077113255544,0,"Malicious"
0.16316799210225047,0.32179481892661776,0.40013629187164473,0,"Malicious"
0,0.16909070045355665,0.1723077113255544,0,"Malicious"
0.10800582788314221,0.3304442347772117,0.22417750091875657,0,"Malicious"
0,0,0.2545193827510763,0,"Malicious"
0,0,0.27604729051195875,0,"Malicious"
0.07383719253580628,0.27089344610226407,0.3063891723442784,0,"Malicious"
0,0,0.3063891723442784,0,"Malicious"
0.1179995130726457,0.16909070045355665,0,0.4497716469449059,"Malicious"
0.09092151020947425,0.27089344610226407,0,0,"Malicious"
0.09092151020947425,0.32179481892661776,0.22417750091875657,0.8298727842320303,"Malicious"
0.10800582788314221,0.35157021326409166,0.37495730448342857,0,"Malicious"
0.09092151020947425,0.16909070045355665,0.1723077113255544,0,"Malicious"
0.1179995130726457,0.2872800280827596,0.33673105417659815,0,"Malicious"
0.05675287486213832,0.27089344610226407,0,0,"Malicious"
0.10471461817330581,0.42585728619599866,0.3517477014963418,0.9507917831152815,"Malicious"
0.13705668021278708,0.3451805190341712,0.3179246204461228,0,"Malicious"
0.05675287486213832,0.21999207327791034,0.3642487409078612,0.4497716469449059,"Malicious"
0.11090888058848117,0.24976746761538418,0.3063891723442784,0.8995432938898118,"Malicious"
0.11090888058848117,0.24976746761538418,0.3063891723442784,0.8995432938898118,"Malicious"
0.09092151020947425,0.24976746761538418,0.2545193827510763,0,"Malicious"
0,0.27089344610226407,0,0,"Malicious"
0.13705668021278708,0,0.27604729051195875,0,"Malicious"
0,0.16909070045355665,0,0,"Malicious"
0.05675287486213832,0.16909070045355665,0,0,"Malicious"
0.07383719253580628,0.27089344610226407,0,0.9507917831152815,"Malicious"
0,0,0,1.0349380508194186,"Malicious"
0.09092151020947425,0.39608189185852477,0.1723077113255544,0,"Malicious"
0.10800582788314221,0.3451805190341712,0.22417750091875657,0.9913506746633328,"Malicious"
0.07383719253580628,0.21999207327791034,0.1723077113255544,1.1006622980912437,"Malicious"
0.1482829952622303,0.389082773731467,0.27604729051195875,1.1551043191203592,"Malicious"
0.10800582788314221,0.3451805190341712,0.1723077113255544,0.7997620164021951,"Malicious"
0,0.3006688404397379,0,0,"Malicious"
0.10091519539897771,0.3451805190341712,0.1723077113255544,0.8995432938898118,"Malicious"
0.1199723625391191,0.3628902928158489,0.37978686969836306,0.4497716469449059,"Malicious"
0.10471461817330581,0.16909070045355665,0.1723077113255544,0.6643672594725885,"Malicious"
0.11090888058848117,0.3006688404397379,0.27604729051195875,0.9913506746633328,"Malicious"
0.1179995130726457,0.16909070045355665,0.3179246204461228,0.764148536960205,"Malicious"
0,0.16909070045355665,0,0.6643672594725885,"Malicious"
0.11350574972427664,0.3926656871533228,0.22417750091875657,1.0143576289298777,"Malicious"
0.15164923535081365,0.37714817044173227,0.22417750091875657,0.9181605500648988,"Malicious"
0.13179262103647724,0.24976746761538418,0.4292808315487401,0,"Malicious"
0.07383719253580628,0.24976746761538418,0.22417750091875657,0.6643672594725885,"Malicious"
0.12658438852137258,0.32179481892661776,0.1723077113255544,0.6643672594725885,"Malicious"
0,0.16909070045355665,0.22417750091875657,0,"Malicious"
0.12932581795652298,0.24976746761538418,0.465053344383461,0.5851664038745127,"Malicious"
0.1397481654355394,0.21999207327791034,0.29274563305790663,0,"Malicious"
0.1158549036052693,0.27089344610226407,0.27604729051195875,0.764148536960205,"Malicious"
0.11090888058848117,0.3926656871533228,0.3063891723442784,0.9181605500648988,"Malicious"
0.05675287486213832,0,0.1723077113255544,0,"Malicious"
0.1250901455568102,0.2872800280827596,0.5311876916671292,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.07383719253580628,0.3451805190341712,0.22417750091875657,0.4497716469449059,"Normal"
0.12799319826214914,0.3006688404397379,0.2545193827510763,0,"Normal"
0,0,0.3843235488712418,0,"Normal"
0.09092151020947425,0,0.27604729051195875,0,"Normal"
0,0.2872800280827596,0,0,"Normal"
0,0.21999207327791034,0,0,"Normal"
0.15057743777695154,0.3381814009071133,0.32791708010516085,0,"Normal"
0.1250901455568102,0.27089344610226407,0,0,"Normal"
0.17653490857606835,0.4697595408932946,0.44835500183751315,0.5851664038745127,"Normal"
0.19607237800816477,0.5011489597215848,0.7625817578543919,0,"Normal"
0.1761497841720527,0.4633698466633741,0.446460412333383,0.4497716469449059,"Normal"
0.09092151020947425,0.16909070045355665,0.3642487409078612,0,"Normal"
0.11090888058848117,0,0.37495730448342857,0,"Normal"
0.05675287486213832,0.16909070045355665,0.3582589619374807,0,"Normal"
0.1199723625391191,0.24976746761538418,0.29274563305790663,0,"Normal"
0.1559675711943097,0.3119889199914952,0.3642487409078612,0.7997620164021951,"Normal"
0.15964091972758945,0.45782493760355975,0.32791708010516085,0.9181605500648988,"Normal"
0.1379868834516526,0.16909070045355665,0,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.08383087772530974,0.35744816216070274,0,0,"Normal"
0.14767438507161257,0.3304442347772117,0.32791708010516085,0.7205611608041194,"Normal"
0.18488262450061993,0.4212660938935965,0.4520060814648469,1.0535553069945054,"Normal"
0.19492165921604443,0.37714817044173227,0.4216641996325271,1.0535553069945054,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.1429329064684407,0.35157021326409166,0.1723077113255544,0,"Normal"
0.16475870274528054,0.16909070045355665,0,0,"Normal"
0.1397481654355394,0,0.32791708010516085,0,"Normal"
0.1839104859723788,0.4212660938935965,0.3179246204461228,0,"Normal"
0.1839104859723788,0.35744816216070274,0.3179246204461228,0,"Normal"
0.09642143205060867,0,0,0,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.11090888058848117,0,0,0,"Normal"
0.10091519539897771,0,0,0,"Normal"
0.15111916200960315,0,0.1723077113255544,0,"Normal"
0.1305900673979446,0,0.1723077113255544,0,"Normal"
0.10800582788314221,0,0,0,"Normal"
0.1488769387101452,0.4188581680689409,0,0,"Normal"
0.153662391384544,0,0,0,"Normal"
0.1158549036052693,0,0,0,"Normal"
0.1199723625391191,0,0,0,"Normal"
0.13179262103647724,0,0,0,"Normal"
0.10091519539897771,0,0,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.10091519539897771,0,0,0,"Normal"
0.10471461817330581,0.16909070045355665,0,0.764148536960205,"Normal"
0.12179893584697378,0,0.3582589619374807,0,"Normal"
0.13888325352064174,0,0.4036174910895439,0,"Normal"
0.13888325352064174,0,0.4036174910895439,0,"Normal"
0.13508383074631364,0,0,0,"Normal"
0.14058375258744807,0,0.1723077113255544,0,"Normal"
0.1429329064684407,0,0.1723077113255544,0,"Normal"
0.08383087772530974,0.3006688404397379,0.27604729051195875,0,"Normal"
0.1910011184565433,0.42804954326608596,0.465053344383461,1.0622382184412615,"Normal"
0.1743381351518988,0.38531604254617835,0.3582589619374807,0,"Normal"
0.11090888058848117,0,0.37495730448342857,0,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.15057743777695154,0.3381814009071133,0.32791708010516085,0,"Normal"
0.18074039424771543,0.5011489597215848,0.7625817578543919,0,"Normal"
0,0.16909070045355665,0,0,"Normal"
0.19892733809261645,0,0.3582589619374807,0,"Normal"
0.12349943491378011,0,0.3582589619374807,0,"Normal"
0.19892733809261645,0,0.3582589619374807,0,"Normal"
0.12349943491378011,0,0.3582589619374807,0,"Normal"
0.1179995130726457,0.2872800280827596,0.2545193827510763,0,"Normal"
0.10471461817330581,0,0.1723077113255544,0.4497716469449059,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.1500235389526052,0,0.1723077113255544,0,"Normal"
0.05675287486213832,0.32179481892661776,0.27604729051195875,0,"Normal"
0.1679341058502866,0.21999207327791034,0.43836254217847503,0,"Normal"
0.13293922127893723,0.3381814009071133,0,0.9652675411616369,"Normal"
0.09642143205060867,0.21999207327791034,0,0,"Normal"
0.09642143205060867,0,0,0,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.08383087772530974,0.32179481892661776,0.1723077113255544,0,"Normal"
0,0.16909070045355665,0,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.09092151020947425,0.37269619175097146,0,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.1305900673979446,0,0.22417750091875657,0.6643672594725885,"Normal"
0.1305900673979446,0.37269619175097146,0,0,"Normal"
0.10800582788314221,0,0.3063891723442784,0,"Normal"
0.10800582788314221,0,0.3063891723442784,0,"Normal"
0.1687335530244816,0.21999207327791034,0.47218562322869406,0,"Normal"
0.07383719253580628,0.21999207327791034,0,0,"Normal"
0.07383719253580628,0.21999207327791034,0,0,"Normal"
0.05675287486213832,0,0.4242901633905964,0,"Normal"
0.07383719253580628,0.21999207327791034,0.1723077113255544,0,"Normal"
0.1488769387101452,0.35157021326409166,0.22417750091875657,0.764148536960205,"Normal"
0.07383719253580628,0.21999207327791034,0,0.4497716469449059,"Normal"
0.16181710826448084,0.32179481892661776,0.41012875153068273,1.0785254269755042,"Normal"
0,0.24976746761538418,0.22417750091875657,0.5851664038745127,"Normal"
0.11350574972427664,0,0.27604729051195875,0,"Normal"
0.09092151020947425,0,0.1723077113255544,0,"Normal"
0,0.2872800280827596,0,0,"Normal"
0.1521681484199816,0.21999207327791034,0.37978686969836306,0.5851664038745127,"Normal"
0.14575283106670206,0.27089344610226407,0.3517477014963418,0.4497716469449059,"Normal"
0.05675287486213832,0.16909070045355665,0.3582589619374807,0,"Normal"
0.18901055611802853,0.4633698466633741,0.4189427256021201,0.855955917733726,"Normal"
0,0,0.3179246204461228,0,"Normal"
0.07383719253580628,0.21999207327791034,0,0,"Normal"
0.12932581795652298,0.32179481892661776,0,0,"Normal"
0.10471461817330581,0.32179481892661776,0,0,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.17747218730239023,0.4399841465558207,0.44451660724824976,1.1442496742473294,"Normal"
0.09642143205060867,0.16909070045355665,0.1723077113255544,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.1305900673979446,0,0.27604729051195875,0,"Normal"
0.16038786962872226,0.16909070045355665,0.40013629187164473,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.1761497841720527,0.21999207327791034,0.3446154226511088,0,"Normal"
0.09092151020947425,0,0.2545193827510763,0,"Normal"
0.10471461817330581,0,0,0,"Normal"
0.10471461817330581,0,0,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.1676617554506195,0.35744816216070274,0.4404706333630025,0,"Normal"
0.08383087772530974,0.3119889199914952,0,0,"Normal"
0.19224411092348237,0.32179481892661776,0.32791708010516085,0,"Normal"
0.1250901455568102,0.27089344610226407,0,0,"Normal"
0.13888325352064174,0.3119889199914952,0.5684178235954208,0,"Normal"
0,0.16909070045355665,0,0,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.09642143205060867,0.3119889199914952,0,0.764148536960205,"Normal"
0.16738636196676004,0,0.4036174910895439,0,"Normal"
0.15683248310920736,0,0.4036174910895439,0,"Normal"
0,0.3006688404397379,0,0.7205611608041194,"Normal"
0,0.27089344610226407,0,0,"Normal"
0.18348182368286584,0.35744816216070274,0.49129380046566334,0,"Normal"
0.16075302386870852,0.45925090780941014,0.32791708010516085,0.9351567733318019,"Normal"
0.1429329064684407,0.16909070045355665,0,0,"Normal"
0.17653490857606835,0,0,0,"Normal"
0.05675287486213832,0.24976746761538418,0,0.7997620164021951,"Normal"
0.16738636196676004,0.3304442347772117,0.44252096129632684,0.9351567733318019,"Normal"
0,0.16909070045355665,0,0,"Normal"
0,0.16909070045355665,0.22417750091875657,0.5851664038745127,"Normal"
0.13705668021278708,0.24976746761538418,0.3179246204461228,0,"Normal"
0.10800582788314221,0.3451805190341712,0.1723077113255544,0.6643672594725885,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.13403484433593518,0,0.22417750091875657,0,"Normal"
0.16250180397031622,0.2872800280827596,0.4216641996325271,1.0785254269755042,"Normal"
0.13888325352064174,0.3381814009071133,0.37978686969836306,1.1141389064174945,"Normal"
0.18555425898334085,0.4953374980709352,0.44252096129632684,1.1497523858594845,"Normal"
0.18168849038056806,0.4810796204450518,0.43836254217847503,1.1497523858594845,"Normal"
0.08383087772530974,0,0,0,"Normal"
0.17025862458641497,0.3304442347772117,0.4694137401103464,0.7205611608041194,"Normal"
0.1521681484199816,0.2872800280827596,0.22417750091875657,0,"Normal"
0.13705668021278708,0.16909070045355665,0.43619333846444397,0,"Normal"
0.12799319826214914,0,0,0,"Normal"
0.12799319826214914,0,0,0,"Normal"
0.07383719253580628,0.3119889199914952,0.1723077113255544,0,"Normal"
0.11350574972427664,0,0.1723077113255544,0,"Normal"
0,0.21999207327791034,0,0,"Normal"
0.20829700361279788,0.4054693557119625,0.36979441003932495,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.1158549036052693,0.2872800280827596,0.37495730448342857,0.8789628720002709,"Normal"
0.11090888058848117,0.24976746761538418,0.1723077113255544,0,"Normal"
0.14058375258744807,0.3006688404397379,0.3642487409078612,1.1798631536893196,"Normal"
0.07383719253580628,0.16909070045355665,0.1723077113255544,0,"Normal"
0.09092151020947425,0,0.1723077113255544,0,"Normal"
0.10800582788314221,0,0.27604729051195875,0,"Normal"
0.1199723625391191,0,0,0,"Normal"
0.10800582788314221,0.2872800280827596,0.4761599529837986,0,"Normal"
0.05675287486213832,0,0,0,"Normal"
0.1199723625391191,0.27089344610226407,0,0.4497716469449059,"Normal"
0.05675287486213832,0.24976746761538418,0,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.13403484433593518,0.27089344610226407,0.2545193827510763,0.6643672594725885,"Normal"
0.22691271189993614,0.4399841465558207,0.4069439181980457,0,"Normal"
0.09642143205060867,0,0,0,"Normal"
0.1948308765705589,0.36795679524458713,0.4036174910895439,0,"Normal"
0.12932581795652298,0.16909070045355665,0.1723077113255544,0,"Normal"
0.11350574972427664,0,0,0,"Normal"
0.09092151020947425,0.3304442347772117,0,0,"Normal"
0.15683248310920736,0,0.29274563305790663,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
0.12658438852137258,0,0.1723077113255544,0,"Normal"
0.1482829952622303,0.16909070045355665,0.22417750091875657,0,"Normal"
0.12658438852137258,0.27089344610226407,0.32791708010516085,0,"Normal"
0.05675287486213832,0,0.22417750091875657,0,"Normal"
0.18957980683348766,0.43425902842852,0.49439075088952905,0.9351567733318019,"Normal"
0.1450775159358171,0,0,0,"Normal"
0.13403484433593518,0,0,0,"Normal"
0.1482829952622303,0,0,0,"Normal"
0.09092151020947425,0,0.22417750091875657,0,"Normal"
0.16349445330385892,0,0,0,"Normal"
0.20243900098857312,0,0.29274563305790663,0,"Normal"
0.14641013563019095,0,0,0,"Normal"
0.12799319826214914,0,0.22417750091875657,0,"Normal"
0.09642143205060867,0,0,0,"Normal"
0.13179262103647724,0,0,0,"Normal"
0.13179262103647724,0,0,0,"Normal"
0.10471461817330581,0,0,0,"Normal"
0.18153298538281623,0.47097337279616,0.46798832009426555,0.855955917733726,"Normal"
0.15887062389964865,0,0,0,"Normal"
0.07383719253580628,0,0,0,"Normal"
